,mileage,tax,mpg,engineSize,age,model_ Amarok,model_ Arteon,model_ Golf,model_ Golf SV,model_ Passat,model_ Polo,model_ Scirocco,model_ Sharan,model_ T-Cross,model_ T-Roc,model_ Tiguan,model_ Touareg,model_ Touran,model_ Up,transmission_Automatic,transmission_Manual,transmission_Semi-Auto,fuelType_Diesel,fuelType_Petrol,price
0,-0.3784484288061348,0.549548419721091,-0.39109973961800865,0.9206934257105241,-0.9235398839689756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,25000.0
1,-0.8562434880973355,0.549548419721091,-0.39109973961800865,0.9206934257105241,-0.9235398839689756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,26883.0
2,-0.7103784154042821,0.549548419721091,-0.30872458886062726,0.9206934257105241,-0.9235398839689756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,20000.0
3,-0.8427923961905077,0.549548419721091,-2.1518685870570424,0.9206934257105241,-0.9235398839689756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,33492.0
4,-0.75712479564322,0.6301856867980532,-1.400195336395935,-0.1775445738271833,-0.9235398839689756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,22900.0
5,-1.0890547822413674,0.549548419721091,-1.1530698841237892,-0.1775445738271833,-1.4829598154070456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,31895.0
6,-1.0890547822413674,0.549548419721091,-1.1530698841237892,-0.1775445738271833,-1.4829598154070456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,27895.0
7,-1.0890547822413674,0.549548419721091,-2.1518685870570424,0.9206934257105241,-1.4829598154070456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,39495.0
8,-1.0890547822413674,0.549548419721091,-0.9574289010750078,-1.2757825733648909,-0.9235398839689756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,21995.0
9,-1.0890547822413674,0.549548419721091,-1.1530698841237892,-0.1775445738271833,-0.9235398839689756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,23285.0
10,-1.0890547822413674,0.549548419721091,-1.400195336395935,-0.1775445738271833,-0.9235398839689756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,23985.0
11,-1.0890547822413674,0.549548419721091,-1.1530698841237892,-0.1775445738271833,-0.9235398839689756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,23585.0
12,-1.0890547822413674,0.549548419721091,-1.400195336395935,-0.1775445738271833,-1.4829598154070456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,25785.0
13,-1.0348924007610225,0.549548419721091,-1.400195336395935,-0.1775445738271833,-0.9235398839689756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,23995.0
14,0.017463747812703267,0.549548419721091,-0.010114667365118731,-0.1775445738271833,-0.36411995253090557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,17495.0
15,-0.22153607150519236,0.549548419721091,-0.010114667365118731,-0.1775445738271833,-0.36411995253090557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,21495.0
16,-0.317279204773564,0.549548419721091,-0.9574289010750078,-1.2757825733648909,-0.36411995253090557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,18995.0
17,-1.0189863567191082,0.6301856867980532,0.20612010337300837,-1.2757825733648909,-0.36411995253090557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,18995.0
18,-0.9617041402337577,0.549548419721091,-2.1518685870570424,0.9206934257105241,-0.9235398839689756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,33785.0
19,-0.8338420498646716,0.549548419721091,-1.400195336395935,-0.1775445738271833,-1.4829598154070456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,23790.0
20,-0.4604847459869404,0.549548419721091,-1.1530698841237892,-0.1775445738271833,-0.9235398839689756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,19995.0
21,-0.9617041402337577,0.549548419721091,-0.9574289010750078,-1.2757825733648909,-1.4829598154070456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,21690.0
22,-0.806223838344949,0.549548419721091,-1.1530698841237892,-0.1775445738271833,-0.9235398839689756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,23290.0
23,-0.9105593040861233,0.549548419721091,-1.1530698841237892,-0.1775445738271833,-0.9235398839689756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,24790.0
24,-0.25841149836763677,0.549548419721091,-0.010114667365118731,-0.1775445738271833,-0.36411995253090557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,19995.0
25,-0.8273466556739221,0.549548419721091,-1.1530698841237892,-0.1775445738271833,-0.9235398839689756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,20290.0
26,-0.9105593040861233,0.549548419721091,-2.1518685870570424,0.9206934257105241,-0.9235398839689756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,33990.0
27,0.065488748955332,0.549548419721091,-0.9574289010750078,-1.2757825733648909,-0.36411995253090557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,17685.0
28,-0.9895780759342184,0.6301856867980532,-0.30872458886062726,0.9206934257105241,-1.4829598154070456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,24495.0
29,-0.5547958238431783,0.6301856867980532,0.20612010337300837,-1.2757825733648909,-0.36411995253090557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,17995.0
30,-0.9617041402337577,0.549548419721091,-1.400195336395935,-0.1775445738271833,-1.4829598154070456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,28290.0
31,-0.7362577024949851,0.549548419721091,0.20612010337300837,-1.2757825733648909,-0.36411995253090557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,17495.0
32,-0.7205050929615138,0.549548419721091,-0.30872458886062726,0.042103026080358374,-0.9235398839689756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,22990.0
33,-0.8848334515038632,0.549548419721091,-0.7308972364922086,0.9206934257105241,-0.9235398839689756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,22995.0
34,-1.0893105064221056,0.6301856867980532,-0.30872458886062726,0.042103026080358374,-0.9235398839689756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,21498.0
35,-0.33073029668039183,0.549548419721091,-0.010114667365118731,-0.1775445738271833,-0.36411995253090557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,17995.0
36,-0.35630271475420905,0.549548419721091,-0.010114667365118731,-0.1775445738271833,-0.36411995253090557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,17995.0
37,-0.9160829463900678,0.549548419721091,-0.30872458886062726,0.9206934257105241,-0.9235398839689756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,22230.0
38,-0.7441851520978685,0.549548419721091,-0.010114667365118731,-0.1775445738271833,-0.36411995253090557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,18695.0
39,-0.9656422926171255,0.549548419721091,-0.39109973961800865,0.9206934257105241,-0.9235398839689756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,25990.0
40,-0.7441851520978685,0.549548419721091,-0.010114667365118731,-0.1775445738271833,-0.36411995253090557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,18695.0
41,-0.8735304427152359,0.549548419721091,-1.1530698841237892,-0.1775445738271833,-0.9235398839689756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,23999.0
42,-0.7753323573117779,0.549548419721091,-0.30872458886062726,0.9206934257105241,-0.9235398839689756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,24490.0
43,-0.8161970813937378,0.549548419721091,-0.30872458886062726,0.9206934257105241,-0.9235398839689756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,24490.0
44,-0.8730701391899073,0.549548419721091,-0.39109973961800865,0.9206934257105241,-0.9235398839689756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,25990.0
45,-0.33073029668039183,0.549548419721091,-0.010114667365118731,-0.1775445738271833,-0.36411995253090557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,17995.0
46,-0.35630271475420905,0.549548419721091,-0.010114667365118731,-0.1775445738271833,-0.36411995253090557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,17995.0
47,-0.8324611392886855,0.549548419721091,-1.400195336395935,-0.1775445738271833,-0.9235398839689756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,23999.0
